"fonte","tipo","termo","conteudo","relevancia","regiao","cliente","fonte_busca","categoria","data_coleta","valor","url","buscador","posicao","descricao","canal","channelId","channelUrl","video_id","views","likes","commentCount","duration","publicado_em","tags","categoryId","desenvolvedor","rating","ratings_count","reviews_count","installs","price","currency","genre","contentRating","icon","app_id","version","updated","title","app","thumbsUpCount","replyContent","repliedAt"
"App Store (App Store)","review","bitcoin","Meu dinheiro sumiu","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Meu dinheiro sumiu","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Plataforma sem bugs e fácil de utilizar.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","Facilidade","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Não aparece minhas NFTs","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","2.0","","","","","","","","","","","","NFT","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Péssimo ! Não consigo converter , trocar ou sacar minhas criptomoedas mad da rede solana","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Simulation Error: AccountNotFound","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Please nimiq network has upgraded to 11/19 POS and trust wallet has not yet upgraded and disabled on-chain withdrawals.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Update nimiq network 😡","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Infelizmente não consigo resolver o problema dentro do aplicativo Trust wallet. O suporte que é um bot não responde meu problema. Tive uma moeda congelada e não tem ninguém dentro do aplicativo pra me atender. Chateado com esse app e com a carteira Trust","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","3.0","","","","","","","","","","","","Aplicativo congelou minha moeda","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Tiraram todo meu dinheiro aplicado e ficou por isso mesmo. 
Cuidado o app é uma fraude.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","4.0","","","","","","","","","","","","Pessimo","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Não consigo sacar!! “cannot convert to long and provide exact value” aparece a um tempo essa mensagem e não há nada que eu faça pra mudar isso","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Não consigo sacar","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","App está bugado.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Não consigo remover staking ETH, ja fazem 2 meses. Como vão resolver?","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","As minha moedas USDT sumiram da minha carteira… não as encontro.. há uma falha?","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Trust Wallet","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","The icon to unstake has a bug, not working","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Unable to unstake","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Pessoal uma das melhores wallet para crypto, poderiam deixar o layout igual a Binance lite com aquela bolinha indicando as crypto !! Já se vocês são parceiros","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","Excelente plataforma","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","O que aconteceu? Não estou conseguindo abrir o app, iPhone 11. Tenho bitcoins aqui, preciso de explicações","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Não estou conseguindo abrir o aplicativo","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Acabei de atualizar e, passei a ter problemas que antes não tinha! Absurdo! Clico no ícone e o App não abre! Já desliguei o cel e mesmo assim não abre","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Atualização que traz problemas","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","A pior carteira que já vi na minha vida, permite golpistas acessa suas carteiras e fazer transferência não autorizada, antes de qualquer empresa ou qualquer contratante que tenha feito contrato retirar algum dinheiro de nossas carteiras nós deveríamos ser notificado e assim podendo impedir a retirada não autorizada","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Golpes na plataforma","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","As taxas são enormes, tirando isso a carteira é boa","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","3.0","","","","","","","","","","","","Taxas elevadas","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Staking on solana does not work","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","3.0","","","","","","","","","","","","Stake Solana","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Inventam taxas absurdas do nada e prendem seu dinheiro com desculpas esfarrapadas","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Golpe","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Adicionei AGIX na rede da cardano e pra minha surpresa a carteira não mostra e não permite que eu adicione tokens da rede cardano. Já pedi ajuda no suporte mas sem sucesso. Se não conseguir tirar esses tokens daqui vou perde-los por conta da fusão em tokens FET. Só por isso estou dando 1 estrela","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Não consigo gerir meus AGIX na cardano","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Não estou conseguindo fazer Staking da moeda solana diz que está com falha na rede","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","3.0","","","","","","","","","","","","Staking Solana","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Fiz uma troca de BNB para USDC, no valor de 20 dólar, apenas apareceu 0,11 USDC, abandonei logo, antes de perder mas dinheiro","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Horrível","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","A trust permite que pessoas invadam nossas carteiras e nos roube, sem suporte e sem lei, cuidado, não usem esse app.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Falha na Trust","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Roubaram todo meu dinheiro","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Tem que denunciar","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Sumiu da minha carteira de 1000 dólares quero saber oque aconteceu se não vou processar vcs","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Perdi um valor","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Então, desde sábado que não consigo resgatar minha pool na orca, que utilizo com a carteira da Trust Wallet. Vi que na sexta teve uma atualização automática. 
Quero resgatar os ativos, que estão parados e não consigo.
Tentei de todas as formas conseguir suport, mas o que está carteira oferece, que é um chat com uma IA (muito burra por sinal), não está solucionando o problema.
Solicito suporte, meu dinheiro está lá e não consigo resgatar , tenho prints do erro.
Por favor; me ajudem !","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Não consigo resgatar minha Pool deLiquidez após atualização automática","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Uso essa Wallet desde 2017, porém sábado 22/06 às 23:30h recebi msg do app comunicando transferências realizadas com sucesso, quando fui verificar haviam transferido todo o meu saldo. Antes que pensem que fui displicente com alguma medida de segurança, já tenho criptomoedas desde 2016, não empresto meu tel para ninguém, não deixei vulneráveis as passphrases, só tenho as mesmas anotadas em uma única folha de papel e dentro de um cofre que só eu tenho acesso… enfim… a Trust Wallet NÃO é confiável, não arrisquem perder seus fundos, não usem essa carteira. Perdi meu dinheiro e o suporte é péssimo, fica de aprendizado, vou usar somente cold Wallets.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Zero segurança","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Nao consigo liberar minhas recompensas de stake na kusama, retorna com erro!! Um absurdo","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Problema no staking kusama","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Transferir uma quantia de eth da Binance para a Trust Wallet Swift, foi concluído na Binance verifiquei que na Hash também foi concluído, mais na carteira Trust Wallet o saldo não apareceu perde uma quantidade grande de Eth e o suporte da Trust Wallet baniu meu Gmail","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Scan","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Cobram uma taxa fixa de 100 dolares kkkkk para enviar 45k satoshis os caras querem cobrar malditos 100 dolares, vao procurar o que fazer! Onde ja se viu nao ter opcao de escolher quando sera aprovado e ainda mais, se vou querer via lightning ou nao!","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Pessimo","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Fácil e rápido recomendo!","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","A melhor de todas","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Acabei de perder outra moeda lá hoje , não usem","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Não usem","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Não estou mais recebendo passivo na Babydoge enquanto durmo , no staking, I don’t receive passive . What happened?","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","durmo","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Eu realizei uma compra e apareceu um valor muito maior… cara de golpe.
Melhorem a segurança.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Não há segurança","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Fraude na Trust Wallet . Absurdo !","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Perdi todo meu dinheiro","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Estou tentando enviar LUNC para uma CEX porém o toda vez que colo o número da carteira e clico em próximo o aplicativo crasha..","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","Problema para enviar LUNC para CEX","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Pessimo suporte da carteira além de ter aplicativos scam dentro da mesma não baixem risco de perder seus fundos por phishing","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Carteira horrível","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Sumiu todas as minha criptos elas foram transferidas pra outra conta","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Cadê minha criptomoedas","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","A carteira trust está dando muito problema, era o saldo, não faz o saque, o swap. Meu ativos estavam no endereço da carteira. Tirei. Gosto muito dela, mas assim não dá.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Bug","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Tenho usdt na conta e tenho ethereum e não consigo sacar , fica solicitando mais e mais depósitos para pagar as taxas um absurdo não usem!!!  

Sem suporte sem nada horrível.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Não deixa retirar minhas moedas de jeito nenhum","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Quando tento enviar minhas crypto para a corretora depois que aperto em confirmar, da um erro!","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Não estou conseguindo enviar minhas crypto","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Comprei 100 reais em satoshis e até agora não recebi nada!","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Não recebi meus satoshis","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Just donnot install it, it’s scam.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","DON’T INSTALL THAT APP!","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Several issues to try to withdraw your currencies. After that, I’ve transferred crypto from my exchange to this garbage to try to cover their fees and, after checking the address and currency severo is time, my money just got to nowhere.
If you try to create a ticket on their amazing support, you will lost all the information you’ve provided when clicking to submit because of a rubbish captcha that stays loading forever and do not work.
Just one advise, run of that garbage while you were not harmed.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Scam of the worst level","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Apenas demora um pouco para aparecer as compras feitas.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","4.0","","","","","","","","","","","","Gostei muito…","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Troquei meu celular e realizei o procedimento de recuperação da carteira através da frase secreta. Ao atualizar a carteira, todas as minhas moedas simplesmente desapareceram. Alguém sabe como falar com o suporte da trust wallet sem ser via chat GPT?","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Não consigo recuperar meus ativos","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","When are you considering to add Arweave token? Thankyou","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","Arweave Token","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Já acabou o prazo de 14 dias para unstake, e quando vou retirar o app está com problema e não deixa retirar após a atualização do mês de outubro","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","2.0","","","","","","","","","","","","Não consigo remover stake TRX","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","In this wallet has chart, is better to send e receive crypto, better than MetaMask.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","Good wallet","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","O saldo total em brl ou usd sumiu e ñ atualiza na carteira principal -  nem o saldo das moedas contidas em carteira.
Atualização péssima!
Deixarei de usar este app!","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","3.0","","","","","","","","","","","","Saldo","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","meu dinheiro sumiu","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","dinheiro sumiu","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Não está aparecendo valores na carteira, apenas a quantidade das moedas e os valores estão zerados","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","2.0","","","","","","","","","","","","Erro carteira","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Roubaram meus tokens formatei meu iPhone e quando coloquei minhas chaves de recuperação e como se fosse uma carteira nova sem tokens","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Roubaram meus tokens carteira de ladroes","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Estou com uma transação que fiz de uma carteira Trust pra outra (da segundaria para a principal) faz mais de 24 horas e está pendente! Podem me ajuda? O endereço está correto e foi bnb","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","3.0","","","","","","","","","","","","Pendente","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Olá tinha um saldo em Usdt sumiu estou indiguinadio uma. Fraude","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Fui roubando por favor binance","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","O único modo de recuperar minha carteira era com o backup do iCloud. Troquei de celular e infelizmente minha carteira sumiu, vejo nos documentos do iCloud que existe uma carteira, porém o aplicativo da trust wallet diz que não existe backup. Perdi mais de 0,1 BTC.  Não recomendo esse app.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Minha carteira sumiu","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Infelizmente, não existe a possibilidade de o usuário estabelecer a taxa de gás para efetuar a transação. O próprio app determina quanto deve ser pago de gás. O problema é que já faz uma semana que o app está determinando 0.000187 ATOM de gás, e esse valor é muito próximo, porém inferior ao valor mínimo exigido para completar a transação. De modo que, qualquer tentativa de enviar ATOM para um endereço externo está falhando.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","3.0","","","","","","","","","","","","Não consigo enviar ATOM para fora da carteira","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Cuidado galera acabei de ser hackeado . Não vou usar mais esse app.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Hackeado","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Fiz um depósito de BTC, mas meu saldo sumiu","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Saldo zerado","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Após atualização meu saldo simplesmente sumiu!
Ao reconectar a carteira, o saldo aparece zerado.
Por favor, preciso de um suporte para que isso seja resolvido e meu saldo reapareça!!!","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Saldo sumiu após atualização do sistema!","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Importei minha carteira pra outro celular coloquei as frases secretas e a Trust cria outra carteira","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Problema ao importar","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Ultimamente está sendo retirados os fundos da minha carteira sem o meu consentimento eu recebo a notificação sem eu autenticar a transação eu não confio nunca mais nesta carteira como pode isso ?eu não compartilhei minha frase de segurança com ninguém não sou louco todas as transações não foram feitas por mim ,é isso está sendo de forma gradativa até que zerou todas minhas moedas !","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Estão roubado todos os fundos da carteira não é segura","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Onde está o PNL, pra acompanhar o preços médios, a evolução da valorização, ou queda?","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","2.0","","","","","","","","","","","","Incompleta","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Transferi 500 reais. Cobraram 25 reais de taxa do cartão sem aviso prévio e descontaram 40 reais pelo uso da rede do sistema. Nada é avisado previamente. Fujam! Cilada!!","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Piada","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Still can’t do anything with my evmos balance because of an error with fees, which are set automatically by the app. Please help!!!","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Evmos issue","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Um cara chamado Chris veio me falar que me daria 5k USD do nada, fui ver qual era, ele tinha um stories com alguém “comprovando” o pagamento dele, mas depois que eu baixei ele só me bloqueou kkkk sempre dou uma chance pra essas coisas se eu não precisar arriscar meus dados, mas o cara só queria que eu baixasse o app mesmo","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Se te pedirem pra baixar não baixe","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","A carteira, não some com dinheiro. Ela  até desaparece. Mais depois de um tempo, ele volta. Tenham paciência e não se desespere. Dps de um tempo, reaparece. E trust, melhore para que mais pessoas possam confiar em ti. ✌🏻♦️","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","Paciência","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Se passaram um mês e até hoje não caíram minhas moedas que resgatei no likegrammoney. Tento entra em contato com o suport é impossível o idioma não ajuda. Golpe!!!","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Aplicativo horrível","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Estou precisando recuperar minha frase secreta para entrar na minha conta","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Perdi minha frase secreta","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Restaurei a carteira mas o balanço das minhas cryptos esta em zero 0. Mas no bsscan elas estão lá.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","3.0","","","","","","","","","","","","Trust nao mostra minhas criptos","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Sensacional","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","Avaliação","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Nao consigo sacar ou transferir minhas moedas, elas foram congeladas por alguem e nao consigo movimenta las, nao acho o suporte para me auxiliar e estou com meu dinheiro travado.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","App","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Uma excelente carteira!","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","Ótimo","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Olá, tenho investimento aplicado e o aplicativo não abre, meu iPhone é o 7plus, por gentileza corro risco de perder tudo, necessito de um suporte","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","App: Não quer abrir","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Precisa ser mais instrutivo e ter o idioma do país opcional","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","4.0","","","","","","","","","","","","Avaliação","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","Moedas transferidas não aparecem na minha carteira. Estou há vários dias tentando resolver o problema, sem solução. Já segui os passos que eles recomendaram, reinstalei o app, mas nada resolve. Para que serve uma carteira que você não pode confiar? Não recomendo esse app.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Moedas transferidas não aparecem","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","Não tô conseguido mover LUNC da Trust walllet pra outra carteira , fala q tá temporariamente indisponível, alguém me informa o motivo ? Poderia me dá um suporte por favor ?","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Problemas","Trust: Crypto & Bitcoin Wallet","1.0","",""
"App Store (App Store)","review","bitcoin","I've been stuck for days with my LUNC waiting for the app update","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","LUNC waiting","Trust: Crypto & Bitcoin Wallet","0.0","",""
"App Store (App Store)","review","bitcoin","transferi bitcoins entre carteiras e quase 10% foram de taxas.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Taxas muito altas.","Crypto.com: Compre Cripto, BTC","0.0","",""
"App Store (App Store)","review","bitcoin","O app permite que você envie o dinheiro sem, necessariamente, cadastrar uma forma de retirar ele. Pois então, coloquei R$500 reais e até tive lucro, porém, o app está há mais de um mês para ""realizar a verificação"" dos meus documentos a fim de cadastrar o cartão para retirar o dinheiro. Nesse tempo, passou a alta das moedas e estou num prejuízo enorme, por puro descaso da equipe que avalia os documentos. Contatei o suporte diversas vezes e só me foi passado que eu deveria ""continuar esperando"", vergonhoso.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Experiência péssima","Crypto.com: Compre Cripto, BTC","0.0","",""
"App Store (App Store)","review","bitcoin","As missões que são diamantes todos os dias agora estão aqui.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","Rewards Hub","Crypto.com: Compre Cripto, BTC","0.0","",""
"App Store (App Store)","review","bitcoin","Completo e fácil de usar.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","Fácil","Crypto.com: Compre Cripto, BTC","0.0","",""
"App Store (App Store)","review","bitcoin","Muito top","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","Muito top","Crypto.com: Compre Cripto, BTC","0.0","",""
"App Store (App Store)","review","bitcoin","Minha conta ficou restrita do nada para entrar pedindo para enviar novo documento e face, tento fazer e não vai de jeito nenhum! Só fica falado que a qualidade tá ruim, que vai ser analisado e vou receber email enquanto isso tento entra de novo e aparece tudo de novo, enquanto isso eu perdendo baixa do BTC para comprar, vou para outra corretora e depois transferir ativos 😫","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","Não libero acesso na conta","Crypto.com: Compre Cripto, BTC","0.0","",""
