rank,titulo,url,url_mobile,resumo,extract_html,thumbnail,thumbnail_width,thumbnail_height,originalimage,originalimage_width,originalimage_height,lang,dir,timestamp,description,coordinates,snippet,size,wordcount,titlesnippet,sectiontitle,termo,idioma
11,Estádio Proletário Guilherme da Silveira,https://pt.wikipedia.org/wiki/Est%C3%A1dio_Prolet%C3%A1rio_Guilherme_da_Silveira,https://pt.wikipedia.org/wiki/Est%C3%A1dio_Prolet%C3%A1rio_Guilherme_da_Silveira,"O Estádio Proletário Guilherme da Silveira Filho ou Estádio de Moça Bonita é um estádio de futebol localizado no bairro de Bangu, Rio de Janeiro, pertencente ao Bangu Atlético Clube.","<p>O <b>Estádio Proletário Guilherme da Silveira Filho</b> ou <b>Estádio de Moça Bonita</b> é um estádio de futebol localizado no bairro de Bangu, Rio de Janeiro, pertencente ao Bangu Atlético Clube.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Est%C3%A1dio_Prolet%C3%A1rio_Guilherme_da_Silveira_Filho_4.JPG/330px-Est%C3%A1dio_Prolet%C3%A1rio_Guilherme_da_Silveira_Filho_4.JPG,320,240,https://upload.wikimedia.org/wikipedia/commons/4/44/Est%C3%A1dio_Prolet%C3%A1rio_Guilherme_da_Silveira_Filho_4.JPG,1600,1200,pt,ltr,2025-09-25T11:01:53Z,"estádio de futebol no Rio de Janeiro,  Rio de Janeiro, Brasil","{""lat"": -22.8724972, ""lon"": -43.456575}","Bonita é um estádio de futebol localizado no bairro de <span class=""searchmatch"">Bangu</span>, Rio de Janeiro, pertencente ao <span class=""searchmatch"">Bangu</span> Atlético Clube. Foi inaugurado no dia 17 de novembro",8641,791,,,bangu,pt
12,Estação Bangu,https://pt.wikipedia.org/wiki/Esta%C3%A7%C3%A3o_Bangu,https://pt.wikipedia.org/wiki/Esta%C3%A7%C3%A3o_Bangu,"Bangu é uma estação de trem do Ramal de Santa Cruz, na Zona Oeste do Rio de Janeiro.","<p><b>Bangu</b> é uma estação de trem do Ramal de Santa Cruz, na Zona Oeste do Rio de Janeiro.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Bangu_esta%C3%A7%C3%A3o.jpg/330px-Bangu_esta%C3%A7%C3%A3o.jpg,320,240,https://upload.wikimedia.org/wikipedia/commons/1/1d/Bangu_esta%C3%A7%C3%A3o.jpg,4128,3096,pt,ltr,2024-09-29T12:15:15Z,,,"<span class=""searchmatch"">Bangu</span> é uma estação de trem do Ramal de Santa Cruz, na Zona Oeste do Rio de Janeiro. Foi aberta em 1890 como um prédio de tábuas, que ainda existia em",3484,136,,,bangu,pt
13,Lista de bairros da cidade do Rio de Janeiro,https://pt.wikipedia.org/wiki/Lista_de_bairros_da_cidade_do_Rio_de_Janeiro,https://pt.wikipedia.org/wiki/Lista_de_bairros_da_cidade_do_Rio_de_Janeiro,"Esta é uma lista de bairros do município do Rio de Janeiro, capital e município mais populoso do estado homônimo.","<p>Esta é uma <b>lista de bairros</b> do município do Rio de Janeiro, capital e município mais populoso do estado homônimo.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Downtown_of_Rio_de_Janeiro.jpg/330px-Downtown_of_Rio_de_Janeiro.jpg,320,240,https://upload.wikimedia.org/wikipedia/commons/5/53/Downtown_of_Rio_de_Janeiro.jpg,3264,2448,pt,ltr,2025-09-09T14:04:58Z,artigo de lista da Wikimedia,,"sua população está concentrada nos bairros de Campo Grande, Santa Cruz, <span class=""searchmatch"">Bangu</span>, Tijuca, Realengo, Jacarepaguá, Copacabana, Barra da Tijuca, Maré, Guaratiba",11616,686,,,bangu,pt
14,Zizinho,https://pt.wikipedia.org/wiki/Zizinho,https://pt.wikipedia.org/wiki/Zizinho,"Tomás Soares da Silva, mais conhecido como Zizinho, foi um futebolista brasileiro que atuou como meio-campista. Reconhecido como um dos maiores craques do século XX, é possivelmente o maior jogador brasileiro da era anterior a Pelé.","<p><b>Tomás Soares da Silva</b>, mais conhecido como <b>Zizinho</b>, foi um futebolista brasileiro que atuou como meio-campista. Reconhecido como um dos maiores craques do século XX, é possivelmente o maior jogador brasileiro da era anterior a Pelé.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Zizinho%2C_Fundo_Correio_da_Manh%C3%A3_-_2.tif/lossy-page1-320px-Zizinho%2C_Fundo_Correio_da_Manh%C3%A3_-_2.tif.jpg,320,368,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Zizinho%2C_Fundo_Correio_da_Manh%C3%A3_-_2.tif/lossy-page1-1212px-Zizinho%2C_Fundo_Correio_da_Manh%C3%A3_-_2.tif.jpg,1212,1392,pt,ltr,2025-07-24T18:11:56Z,futebolista brasileiro (1921–2002),,"Minas Gerais, pelo Combinado <span class=""searchmatch"">Bangu</span>-Vasco com a camisa do <span class=""searchmatch"">Bangu</span> e do Vasco, e pelo Combinado <span class=""searchmatch"">Bangu</span>-São Paulo com a camisa do <span class=""searchmatch"">Bangu</span> e do São Paulo. Zizinho ainda",40380,2762,,,bangu,pt
15,Campeonato Brasileiro de Futebol de 1985,https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_1985,https://pt.wikipedia.org/wiki/Campeonato_Brasileiro_de_Futebol_de_1985,"O Campeonato Brasileiro de Futebol de 1985, originalmente denominado Taça de Ouro pela CBF, foi a 30.ª edição do Campeonato Brasileiro e foi vencido, pela primeira vez, por um clube paranaense, o Coritiba, ao vencer nos pênaltis o Bangu no Maracanã lotado com mais de 91.000 pagantes.","<p>O <b>Campeonato Brasileiro de Futebol de 1985</b>, originalmente denominado <b>Taça de Ouro</b> pela CBF, foi a 30.ª edição do Campeonato Brasileiro e foi vencido, pela primeira vez, por um clube paranaense, o Coritiba, ao vencer nos pênaltis o Bangu no Maracanã lotado com mais de 91.000 pagantes.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/T%C3%ADtulo_Brasileiro_do_Coritiba.jpg/330px-T%C3%ADtulo_Brasileiro_do_Coritiba.jpg,320,347,https://upload.wikimedia.org/wikipedia/commons/6/6f/T%C3%ADtulo_Brasileiro_do_Coritiba.jpg,1028,1115,pt,ltr,2025-08-23T21:51:56Z,,,"primeira vez, por um clube paranaense, o Coritiba, ao vencer nos pênaltis o <span class=""searchmatch"">Bangu</span> no Maracanã lotado com mais de 91.000 pagantes. Foi o segundo Campeonato",73360,641,,,bangu,pt
16,Calçadão de Bangu,https://pt.wikipedia.org/wiki/Cal%C3%A7ad%C3%A3o_de_Bangu,https://pt.wikipedia.org/wiki/Cal%C3%A7ad%C3%A3o_de_Bangu,"O Calçadão de Bangu é um calçadão e centro comercial situado no bairro de Bangu, na Zona Oeste da cidade do Rio de Janeiro. Com cerca de 680 metros de extensão, localiza-se ao longo de partes da Avenida Cônego Vasconcelos e da Avenida Ministro Ary Franco, entre a Rua Sul América e a Rua Francisco Real. O calçadão é interceptado pela Ramal de Santa Cruz e possui dois acessos à Estação Ferroviária de Bangu. Próximo ao calçadão situa-se o Bangu Shopping, no local onde funcionou no passado a Fábrica de Tecidos Bangu.","<p>O <b>Calçadão de Bangu</b> é um calçadão e centro comercial situado no bairro de Bangu, na Zona Oeste da cidade do Rio de Janeiro. Com cerca de 680 metros de extensão, localiza-se ao longo de partes da Avenida Cônego Vasconcelos e da Avenida Ministro Ary Franco, entre a Rua Sul América e a Rua Francisco Real. O calçadão é interceptado pela Ramal de Santa Cruz e possui dois acessos à Estação Ferroviária de Bangu. Próximo ao calçadão situa-se o Bangu Shopping, no local onde funcionou no passado a Fábrica de Tecidos Bangu.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Cal%C3%A7ad%C3%A3o_de_Bangu_01.jpg/330px-Cal%C3%A7ad%C3%A3o_de_Bangu_01.jpg,320,240,https://upload.wikimedia.org/wikipedia/commons/4/43/Cal%C3%A7ad%C3%A3o_de_Bangu_01.jpg,800,600,pt,ltr,2025-09-09T22:21:01Z,,"{""lat"": -22.8775, ""lon"": -43.46444444}","22° 52&#039; 39&quot; S 43° 27&#039; 52&quot; O O Calçadão de <span class=""searchmatch"">Bangu</span> é um calçadão e centro comercial situado no bairro de <span class=""searchmatch"">Bangu</span>, na Zona Oeste da cidade do Rio de Janeiro",4051,438,,,bangu,pt
17,Clube do Bangue-Bangue,https://pt.wikipedia.org/wiki/Clube_do_Bangue-Bangue,https://pt.wikipedia.org/wiki/Clube_do_Bangue-Bangue,"Clube do Bangue-Bangue foi um rótulo relacionado com quatro fotógrafos que atuavam dentro dos townships da África do Sul entre os anos de 1990 e 1994, durante a transição do regime de apartheid para um governo democrático e baseado no sufrágio universal. Este período foi de muita violência entre facções de grupos negros, especialmente o conflito entre o Congresso Nacional Africano (ANC) e apoiantes do Partido da Liberdade Inkatha (IFP), após ambos os partidos políticos terem sidos proibidos de atuar.","<p><b>Clube do Bangue-Bangue</b> foi um rótulo relacionado com quatro fotógrafos que atuavam dentro dos <i>townships</i> da África do Sul entre os anos de 1990 e 1994, durante a transição do regime de <i>apartheid</i> para um governo democrático e baseado no sufrágio universal. Este período foi de muita violência entre facções de grupos negros, especialmente o conflito entre o Congresso Nacional Africano (ANC) e apoiantes do Partido da Liberdade Inkatha (IFP), após ambos os partidos políticos terem sidos proibidos de atuar.</p>",,0,0,,0,0,pt,ltr,2013-05-01T02:45:59Z,,,"Clube do <span class=""searchmatch"">Bangue</span>-<span class=""searchmatch"">Bangue</span> (em inglês: Bang-Bang Club) foi um rótulo relacionado com quatro fotógrafos que atuavam dentro dos townships da África do Sul entre",1627,174,,,bangu,pt
18,Fluminense Football Club,https://pt.wikipedia.org/wiki/Fluminense_Football_Club,https://pt.wikipedia.org/wiki/Fluminense_Football_Club,"Fluminense Football Club é um clube multidesportivo brasileiro sediado no bairro de Laranjeiras, localizado na Zona Sul da cidade do Rio de Janeiro, capital do estado homônimo. Fundado em 21 de julho de 1902, tem como principal atividade o futebol, mandando suas partidas no Maracanã. Disputa o Campeonato Carioca, a principal liga estadual do Rio de Janeiro, bem como o Campeonato Brasileiro, principal liga do Brasil.","<p><b>Fluminense Football Club</b> é um clube multidesportivo brasileiro sediado no bairro de Laranjeiras, localizado na Zona Sul da cidade do Rio de Janeiro, capital do estado homônimo. Fundado em 21 de julho de 1902, tem como principal atividade o futebol, mandando suas partidas no Maracanã. Disputa o Campeonato Carioca, a principal liga estadual do Rio de Janeiro, bem como o Campeonato Brasileiro, principal liga do Brasil.</p>",https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Fluminense_Football_Club.svg/langpt-330px-Fluminense_Football_Club.svg.png,320,370,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Fluminense_Football_Club.svg/langpt-500px-Fluminense_Football_Club.svg.png,382,442,pt,ltr,2025-12-05T10:46:46Z,agremiação poliesportiva brasileira,,"Maracanã, e nos casos de America e <span class=""searchmatch"">Bangu</span>, em Especiais - Público - Média de público por adversário - America/<span class=""searchmatch"">Bangu</span> - Maracanã». Estatísticas do Fluminense",157603,19485,,,bangu,pt
19,Subprefeitura da Zona Oeste I (Rio de Janeiro),https://pt.wikipedia.org/wiki/Subprefeitura_da_Zona_Oeste_I_(Rio_de_Janeiro),https://pt.wikipedia.org/wiki/Subprefeitura_da_Zona_Oeste_I_(Rio_de_Janeiro),"A Subprefeitura da Zona Oeste I é uma das onze subprefeituras nas quais se subadministra o município do Rio de Janeiro. A subprefeitura administra a região administrativa de Bangu, que engloba os bairros de Bangu, Gericinó, Senador Camará, Padre Miguel, Jabour e Vila Kennedy; e a região administrativa de Realengo, que engloba os bairros de Realengo, Campo dos Afonsos, Jardim Sulacap, Magalhães Bastos, Vila Militar e Deodoro.","<p>A <b>Subprefeitura da Zona Oeste I</b> é uma das onze subprefeituras nas quais se subadministra o município do Rio de Janeiro. A subprefeitura administra a região administrativa de Bangu, que engloba os bairros de Bangu, Gericinó, Senador Camará, Padre Miguel, Jabour e Vila Kennedy; e a região administrativa de Realengo, que engloba os bairros de Realengo, Campo dos Afonsos, Jardim Sulacap, Magalhães Bastos, Vila Militar e Deodoro.</p>",,0,0,,0,0,pt,ltr,2025-09-11T07:38:56Z,subprefeitura do município do Rio de Janeiro,," A subprefeitura administra a região administrativa de <span class=""searchmatch"">Bangu</span>, que engloba os bairros de <span class=""searchmatch"">Bangu</span>, Gericinó, Senador Camará, Padre Miguel, Jabour e Vila Kennedy;",1244,107,,,bangu,pt
20,Campeonato Carioca de Futebol de 1933 (LCF),https://pt.wikipedia.org/wiki/Campeonato_Carioca_de_Futebol_de_1933_(LCF),https://pt.wikipedia.org/wiki/Campeonato_Carioca_de_Futebol_de_1933_(LCF),"O Campeonato Carioca de Futebol de 1933 foi a 31.ª edição organizada pela Liga Carioca de Football (LCF) foi vencido pelo Bangu, com o Fluminense ficando com o vice-campeonato.","<p>O <b>Campeonato Carioca de Futebol de 1933</b> foi a 31.ª edição organizada pela Liga Carioca de Football (LCF) foi vencido pelo Bangu, com o Fluminense ficando com o vice-campeonato.</p>",,0,0,,0,0,pt,ltr,2025-04-10T22:37:45Z,,,"(LCF) foi vencido pelo <span class=""searchmatch"">Bangu</span>, com o Fluminense ficando com o vice-campeonato. A partida final do campeonato foi disputada entre <span class=""searchmatch"">Bangu</span> e Fluminense, no campo",9236,748,,,bangu,pt
