"autor","autorId","autorUrl","comentario","likes","publicado_em","atualizado_em","canReply","isPublic","totalReplyCount","replyCount","replies","video_id","video_titulo"
"@Andresxd125","UCCXbhC9NH9SX0ClraQmbnBQ","http://www.youtube.com/@Andresxd125","La empresa: cuenta en ascendencia 🤣👍","2","2024-08-15T18:12:45Z","2024-08-15T18:12:45Z","True","True","0","0","[]","dQ8b4E6vX-4","Esta es Anécdota Real 📈😳#Bitcoin #Cripto #Criptomonedas #Finanzas #FinanzasPersonales"
"@TOCINOVECINO951","UCJ7NU-NK1yVtcco-ssiLkoA","http://www.youtube.com/@TOCINOVECINO951","Todos ya saben esa historia","1","2025-03-04T20:17:40Z","2025-03-04T20:17:40Z","True","True","0","0","[]","dQ8b4E6vX-4","Esta es Anécdota Real 📈😳#Bitcoin #Cripto #Criptomonedas #Finanzas #FinanzasPersonales"
"@THCromuXz11-d2o","UCQLzmzd3-nl24p9-wEoItXw","http://www.youtube.com/@THCromuXz11-d2o","Que grande Andrés garsa rehaciendo el mismo video 10 años después 🗿😂","1","2025-05-12T03:12:55Z","2025-05-12T03:13:00Z","True","True","0","0","[]","dQ8b4E6vX-4","Esta es Anécdota Real 📈😳#Bitcoin #Cripto #Criptomonedas #Finanzas #FinanzasPersonales"
"@Ilian_beat_production","UCSC4zyUdfIilcT-XhHbL4Eg","http://www.youtube.com/@Ilian_beat_production","Който мисли , че това е хита на годината да хареса коментара ❤❤❤","301","2025-02-08T00:57:53Z","2025-02-08T00:57:53Z","True","True","17","5","[{'autor': '@dj-damyan', 'comentario': '😂😂😂❤', 'likes': 21, 'publicado_em': '2025-02-08T00:58:37Z'}, {'autor': '@Ilian_beat_production', 'comentario': '@dj-damyan\xa0 топ си няма като теб ❤️', 'likes': 12, 'publicado_em': '2025-02-08T01:01:28Z'}, {'autor': '@dj-damyan', 'comentario': '@ 🙏🙏🙏🙏', 'likes': 12, 'publicado_em': '2025-02-08T12:28:24Z'}, {'autor': '@Ралица-м8ъ', 'comentario': '❤🎉❤', 'likes': 5, 'publicado_em': '2025-02-12T02:29:09Z'}, {'autor': '@georgigeorgiev390', 'comentario': 'ТОП БАТЕ ❤\u200b@dj-damyan', 'likes': 3, 'publicado_em': '2025-02-18T17:32:58Z'}]","CYyUbSHSR6M","DJ Damyan x Monkey - Bitcoin kuchek / DJ Дамян и Мънки - Биткойн кючек | Official 2025"
"@e5mkvsk9","UC2hQItZ58aNE_n9QfiFdZFA","http://www.youtube.com/@e5mkvsk9","taq pesen mi opravq jivota","159","2025-03-02T18:52:31Z","2025-03-02T18:52:31Z","True","True","15","5","[{'autor': '@ElenkaStefanova', 'comentario': '❤❤🎉🎉🎉🎉💯💯', 'likes': 10, 'publicado_em': '2025-03-15T08:29:44Z'}, {'autor': '@ElenkaStefanova', 'comentario': 'И аз съм на това мнение', 'likes': 5, 'publicado_em': '2025-03-15T08:30:00Z'}, {'autor': '@hristohristov6933', 'comentario': 'Ччя', 'likes': 0, 'publicado_em': '2025-03-23T14:07:02Z'}, {'autor': '@MiglenaStoyanova-c5d', 'comentario': 'I men😂😊', 'likes': 1, 'publicado_em': '2025-04-28T15:28:20Z'}, {'autor': '@valkanpetkov851', 'comentario': '😂😂😂', 'likes': 1, 'publicado_em': '2025-05-07T10:19:37Z'}]","CYyUbSHSR6M","DJ Damyan x Monkey - Bitcoin kuchek / DJ Дамян и Мънки - Биткойн кючек | Official 2025"
"@Writergirlivv","UCIBe9QOCXucD4ASVyoxtakQ","http://www.youtube.com/@Writergirlivv","С тази песен ще открия сватбата си!!! 🎉❤","136","2025-02-16T23:00:56Z","2025-02-16T23:00:56Z","True","True","7","5","[{'autor': '@dj-damyan', 'comentario': '@Writergirlivv 😆😆😆🤟', 'likes': 19, 'publicado_em': '2025-02-16T23:47:34Z'}, {'autor': '@IvanStoilov-i4s', 'comentario': '❤️❤️❤️❤️❤️', 'likes': 2, 'publicado_em': '2025-02-18T17:55:43Z'}, {'autor': '@ianabojilska8249', 'comentario': 'И аз😂❤😂❤', 'likes': 4, 'publicado_em': '2025-02-20T12:15:54Z'}, {'autor': '@ianabojilska8249', 'comentario': 'Сса женя за тоз😝🔥💃🥰', 'likes': 0, 'publicado_em': '2025-02-20T12:16:19Z'}, {'autor': '@plamenadobreva6230', 'comentario': 'А как прави биткойна😂😂 2:07', 'likes': 0, 'publicado_em': '2025-03-05T18:25:10Z'}]","CYyUbSHSR6M","DJ Damyan x Monkey - Bitcoin kuchek / DJ Дамян и Мънки - Биткойн кючек | Official 2025"
"@johnhowardz9524","UCTQ_ssin-njqJ5lcZ-SjZ7g","http://www.youtube.com/@johnhowardz9524","Няма зима, няма есен, пролет, лято - за Дамян сезона все е купон! Зверски кючек с много заряддд🥰","133","2025-02-07T15:47:13Z","2025-02-07T15:47:13Z","True","True","3","3","[{'autor': '@dj-damyan', 'comentario': '❤🎉❤', 'likes': 9, 'publicado_em': '2025-02-07T16:36:47Z'}, {'autor': '@RaqDimowa', 'comentario': '❤', 'likes': 3, 'publicado_em': '2025-02-07T20:13:23Z'}, {'autor': '@Albanisnotgay123', 'comentario': '❤❤❤😊', 'likes': 0, 'publicado_em': '2025-02-16T11:42:12Z'}]","CYyUbSHSR6M","DJ Damyan x Monkey - Bitcoin kuchek / DJ Дамян и Мънки - Биткойн кючек | Official 2025"
"@Елиза-у6о","UCmZbhPCZAQPBKqARJDWKv-A","http://www.youtube.com/@%D0%95%D0%BB%D0%B8%D0%B7%D0%B0-%D1%836%D0%BE","Това е най яката песен на света който мисли така да лайкне коментара","75","2025-02-19T15:24:44Z","2025-02-19T15:24:44Z","True","True","4","4","[{'autor': '@dj-damyan', 'comentario': '@Елиза-у6о ♥️♥️♥️♥️', 'likes': 6, 'publicado_em': '2025-02-19T15:26:59Z'}, {'autor': '@SnejanaMarinova-n3p', 'comentario': 'ЦЦ хъцъцуофифофоофофиг хотел т итититиъиъититиъититититутиъититиъиъиъиъоъ ти', 'likes': 0, 'publicado_em': '2025-10-03T11:59:21Z'}, {'autor': '@SnejanaMarinova-n3p', 'comentario': 'Дидируруъиурууъвуеуеиеиририиририоророро о', 'likes': 0, 'publicado_em': '2025-10-04T15:05:56Z'}, {'autor': '@mentalitymedia-p3b', 'comentario': 'бая гадна чалгия...', 'likes': 0, 'publicado_em': '2025-10-25T12:21:05Z'}]","CYyUbSHSR6M","DJ Damyan x Monkey - Bitcoin kuchek / DJ Дамян и Мънки - Биткойн кючек | Official 2025"
"@Mitkopetrov-z7i","UC-X5Ab2RkuHkDgEAF1KGv5g","http://www.youtube.com/@Mitkopetrov-z7i","Еххх Мънки , луд си 🎉🎉🎉","71","2025-02-07T16:57:50Z","2025-02-07T16:57:50Z","True","True","2","2","[{'autor': '@dj-damyan', 'comentario': '❤😂😂', 'likes': 10, 'publicado_em': '2025-02-07T17:01:13Z'}, {'autor': '@ГабриелаСпасова-ь4ш', 'comentario': '😢😢😢😂😂❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😂❤🎉🎉🎉🎉🎉😢', 'likes': 0, 'publicado_em': '2025-02-16T10:39:26Z'}]","CYyUbSHSR6M","DJ Damyan x Monkey - Bitcoin kuchek / DJ Дамян и Мънки - Биткойн кючек | Official 2025"
"@PunishëR23510","UC9V-eoZl_gEhXpxz_vXJkkw","http://www.youtube.com/@Punish%C3%ABR23510","Opaaaaaa hello from 🇬🇷🇬🇷","55","2025-03-01T21:00:21Z","2025-03-01T21:00:21Z","True","True","3","3","[{'autor': '@ТодорПетърчев', 'comentario': 'Maraba mangali', 'likes': 1, 'publicado_em': '2025-08-27T18:32:05Z'}, {'autor': '@ТодорКопалиев', 'comentario': 'Mara mangaliiiii😂 samo shte zavijdate za tiq hitove', 'likes': 0, 'publicado_em': '2025-10-05T16:26:22Z'}, {'autor': '@AlexBajramirisidiifofdofoi-z6y', 'comentario': 'Eope9s9sppsdsrl\nSosps00s0s0ds0\nE9s00d0d00ew0w', 'likes': 0, 'publicado_em': '2025-10-07T15:20:54Z'}]","CYyUbSHSR6M","DJ Damyan x Monkey - Bitcoin kuchek / DJ Дамян и Мънки - Биткойн кючек | Official 2025"
"@ШенолИсмаил","UC2RAc8a2sTST2YbP4ZxWWnw","http://www.youtube.com/@%D0%A8%D0%B5%D0%BD%D0%BE%D0%BB%D0%98%D1%81%D0%BC%D0%B0%D0%B8%D0%BB","Да ви казвам във България си е на първо място Дамян няма като него за купони за всичко, дано все така да ни зарадва с тия хитове...❤❤❤❤","51","2025-05-11T19:34:53Z","2025-05-11T19:34:53Z","True","True","2","2","[{'autor': '@SnejanaMarinova-n3p', 'comentario': 'Уцигирутйфхфхфхг', 'likes': 0, 'publicado_em': '2025-10-03T09:54:37Z'}, {'autor': '@SnejanaMarinova-n3p', 'comentario': 'Gfyu', 'likes': 0, 'publicado_em': '2025-10-12T12:57:05Z'}]","CYyUbSHSR6M","DJ Damyan x Monkey - Bitcoin kuchek / DJ Дамян и Мънки - Биткойн кючек | Official 2025"
"@emililiev9092","UCk65hb1016ZvI3QvDCWcdxg","http://www.youtube.com/@emililiev9092","Първи братовчед на Илън Мъск😂😂😂😂😂 забавна песен браво!❤","42","2025-02-17T09:36:06Z","2025-02-17T09:36:06Z","True","True","2","2","[{'autor': '@dj-damyan', 'comentario': '😂😂😂❤', 'likes': 4, 'publicado_em': '2025-02-17T10:42:38Z'}, {'autor': '@nikolaiiliev29', 'comentario': 'Jkll', 'likes': 0, 'publicado_em': '2025-09-22T13:52:33Z'}]","CYyUbSHSR6M","DJ Damyan x Monkey - Bitcoin kuchek / DJ Дамян и Мънки - Биткойн кючек | Official 2025"
"@Ivailo04","UCH7FE4hv7O6sbS3_FwEltVw","http://www.youtube.com/@Ivailo04","Няма слабо батко ви Дамян, а с Мънки става задължително хит 🎉❤","42","2025-02-07T20:00:13Z","2025-02-07T20:00:13Z","True","True","1","1","[{'autor': '@dj-damyan', 'comentario': '😂❤🎉', 'likes': 4, 'publicado_em': '2025-02-07T20:15:24Z'}]","CYyUbSHSR6M","DJ Damyan x Monkey - Bitcoin kuchek / DJ Дамян и Мънки - Биткойн кючек | Official 2025"
"@miroslavw99","UCPHzTmYQRoMANcmsnsYkSUw","http://www.youtube.com/@miroslavw99","Monkey много прави песента.. 🔥🙌","32","2025-02-08T16:11:28Z","2025-02-08T16:11:28Z","True","True","1","1","[{'autor': '@dj-damyan', 'comentario': 'Баш ❤😂🎉', 'likes': 5, 'publicado_em': '2025-02-08T17:40:12Z'}]","CYyUbSHSR6M","DJ Damyan x Monkey - Bitcoin kuchek / DJ Дамян и Мънки - Биткойн кючек | Official 2025"
"@alexstone1492","UC_4wtyhp4PrcAcFQRWki1ZA","http://www.youtube.com/@alexstone1492","2:06 Браво! Точно така си представям да звучи биткойна!!! Тик тик тик тик ... тик тикитиии тик тикирииии 💃💃🎶","29","2025-02-09T19:32:52Z","2025-02-09T19:32:52Z","True","True","1","1","[{'autor': '@dj-damyan', 'comentario': '😂😂😂😂 нали, и аз така го чувам', 'likes': 4, 'publicado_em': '2025-02-09T19:55:15Z'}]","CYyUbSHSR6M","DJ Damyan x Monkey - Bitcoin kuchek / DJ Дамян и Мънки - Биткойн кючек | Official 2025"
"@rronameti8991","UCo289LLCjnxa0YkdXobHrGg","http://www.youtube.com/@rronameti8991","Bitcoin after this song 📈📈","26","2025-02-26T22:14:16Z","2025-02-26T22:14:16Z","True","True","0","0","[]","CYyUbSHSR6M","DJ Damyan x Monkey - Bitcoin kuchek / DJ Дамян и Мънки - Биткойн кючек | Official 2025"
"@ХристоМитев-э1з","UCzbqcb76JabL0BJ-nfiSW8A","http://www.youtube.com/@%D0%A5%D1%80%D0%B8%D1%81%D1%82%D0%BE%D0%9C%D0%B8%D1%82%D0%B5%D0%B2-%D1%8D1%D0%B7","Дамяне, по начина по който танцуваш, сценичното ти поведение и начина, по който изглеждаш, показва че наистина се забавляваш от това, което правиш и ти се получава толкова органично. Получава ти се с лекота и без да те интересува мнението на хейтърите. Продължавай напред! 🎉","13","2025-04-02T07:32:55Z","2025-04-02T07:32:55Z","True","True","0","0","[]","CYyUbSHSR6M","DJ Damyan x Monkey - Bitcoin kuchek / DJ Дамян и Мънки - Биткойн кючек | Official 2025"
"@tuncayavci4678","UC5T98XEdrbczm--GwPdfWxg","http://www.youtube.com/@tuncayavci4678","Tuncay benim,general olacağımı ilan ettiğiniz için yüreğinize sağlık kardeşim 🤲🌹","3","2025-03-30T21:10:40Z","2025-03-30T21:10:40Z","True","True","0","0","[]","CYyUbSHSR6M","DJ Damyan x Monkey - Bitcoin kuchek / DJ Дамян и Мънки - Биткойн кючек | Official 2025"
"@petargeorgiev013nabor","UC7JdqcqFjDDguMv8MLCjjbw","http://www.youtube.com/@petargeorgiev013nabor","Най-добрата песен на света🎉","3","2025-02-24T14:44:04Z","2025-02-24T14:44:04Z","True","True","0","0","[]","CYyUbSHSR6M","DJ Damyan x Monkey - Bitcoin kuchek / DJ Дамян и Мънки - Биткойн кючек | Official 2025"
"@musaleventdagdeviren4613","UC4jTw2DBZVv2qsreaUq9Uzg","http://www.youtube.com/@musaleventdagdeviren4613","Dj damyan kıvırcık saç yakışmıyor sana monkey seni seviyorum 🇹🇷🇹🇷🇹🇷🇹🇷🇧🇬🇧🇬🇧🇬🇧🇬 Türkiyeden selamlar","0","2025-12-09T19:08:32Z","2025-12-09T19:08:32Z","True","True","0","0","[]","CYyUbSHSR6M","DJ Damyan x Monkey - Bitcoin kuchek / DJ Дамян и Мънки - Биткойн кючек | Official 2025"
"@kendimehas","UCCNksV5_FPGgx9LFDvSET_Q","http://www.youtube.com/@kendimehas","Kardeşim Damyan seni seviyorum 🇹🇷🇧🇬","0","2025-04-02T14:16:25Z","2025-04-02T14:16:25Z","True","True","0","0","[]","CYyUbSHSR6M","DJ Damyan x Monkey - Bitcoin kuchek / DJ Дамян и Мънки - Биткойн кючек | Official 2025"
"@PlomoBeatz","UCxSsNs4tp7Wi7xCw_F9kibA","http://www.youtube.com/@PlomoBeatz","Bruh… ninja fusion nifi token skyrocket incoming 😱","0","2025-09-01T20:20:20Z","2025-09-01T20:20:20Z","True","True","0","0","[]","CYyUbSHSR6M","DJ Damyan x Monkey - Bitcoin kuchek / DJ Дамян и Мънки - Биткойн кючек | Official 2025"
"@ST_NO10","UCxj37ngYQjIecq9hh8yH92A","http://www.youtube.com/@ST_NO10","Sheesh… ninja fusion nifi token next level gains coming 💥","0","2025-09-01T20:20:19Z","2025-09-01T20:20:19Z","True","True","0","0","[]","CYyUbSHSR6M","DJ Damyan x Monkey - Bitcoin kuchek / DJ Дамян и Мънки - Биткойн кючек | Official 2025"
"@Anti_Trend_Memes","UCybodZ2soTx2Fo26Lb9gPyg","http://www.youtube.com/@Anti_Trend_Memes","""You don't need luck or MONEY to get rich"" 
Also him: *""This guy invested 1Million$ in crypto""*","16130","2022-06-09T16:20:53Z","2022-06-09T16:20:53Z","True","True","153","5","[{'autor': '@horvathkornel1073', 'comentario': 'Hehe', 'likes': 64, 'publicado_em': '2022-06-09T16:31:15Z'}, {'autor': '@DrukZilla', 'comentario': 'Was thinking the same thing 😂', 'likes': 176, 'publicado_em': '2022-06-09T17:37:50Z'}, {'autor': '@phantomtrex7635', 'comentario': 'you only had to invest 300.000 after the 70% drop', 'likes': 182, 'publicado_em': '2022-06-09T18:05:24Z'}, {'autor': '@tomolad7710', 'comentario': ""Yeah that's what I thought 😂"", 'likes': 17, 'publicado_em': '2022-06-09T19:30:09Z'}, {'autor': '@nile6076', 'comentario': '@phantomtrex7635 ONLY??????', 'likes': 114, 'publicado_em': '2022-06-10T02:13:22Z'}]","3aWyRWPBLTk","Most Humble Crypto Billionaire #267"
"@newperspective1285","UCtXuzW3o5bWM5yRzX8PHaYA","http://www.youtube.com/@newperspective1285","Nas to his girlfriend at night:
“That’s one minute. See you tomorrow.”","4343","2022-06-10T14:25:57Z","2022-06-10T14:25:57Z","True","True","47","5","[{'autor': '@rishugupta2256', 'comentario': 'This line is too smooth dude', 'likes': 282, 'publicado_em': '2022-06-11T15:32:54Z'}, {'autor': '@tyquone', 'comentario': '💀💀💀💀💀', 'likes': 104, 'publicado_em': '2022-06-11T15:50:47Z'}, {'autor': '@demonizedhuman941', 'comentario': '*girlfriends\n No 2 minutes to waste on one girl. He follows the abundance mindset.', 'likes': 60, 'publicado_em': '2022-06-11T17:17:16Z'}, {'autor': '@saitama-mw4xo', 'comentario': '😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂', 'likes': 20, 'publicado_em': '2022-06-11T18:59:51Z'}, {'autor': '@Polska--', 'comentario': '💀', 'likes': 8, 'publicado_em': '2022-06-12T19:56:51Z'}]","3aWyRWPBLTk","Most Humble Crypto Billionaire #267"
"@natsuu1178","UCsW0npvOuIeY8nVmPPIpJtw","http://www.youtube.com/@natsuu1178","Me when I want to buy 1 bitcoin now..
My wallet:- That's 1 minute see you tomorrow..","3806","2022-06-09T16:50:53Z","2022-06-12T16:08:29Z","True","True","34","5","[{'autor': '@nothing7127', 'comentario': '😂😂', 'likes': 28, 'publicado_em': '2022-06-09T18:31:25Z'}, {'autor': '@John17TheOGmp4', 'comentario': 'L0o0L', 'likes': 0, 'publicado_em': '2022-06-09T19:21:03Z'}, {'autor': '@louisthompson9692', 'comentario': ""Hi... u shouldn't give up on getting some coins now. Besides you shouldn't keep it on ur wallet either, I do invest mine with a good broker that has a good mining system. I'm still making a lot from my cryptocurrency via investing. I can help give you a clue if you're interested in investing and making more money"", 'likes': 0, 'publicado_em': '2022-06-09T19:50:48Z'}, {'autor': '@gamerhound1909', 'comentario': '🤣🤣', 'likes': 17, 'publicado_em': '2022-06-09T19:58:55Z'}, {'autor': '@Señora-i6c', 'comentario': 'Lmao', 'likes': 8, 'publicado_em': '2022-06-10T03:38:40Z'}]","3aWyRWPBLTk","Most Humble Crypto Billionaire #267"
"@kattillet9958","UCP39x0tiWQqczau1UToa-rQ","http://www.youtube.com/@kattillet9958","Apart from holding and trading coins what else can you do to make good profits","3104","2024-06-12T15:43:36Z","2024-06-12T15:43:36Z","True","True","22","5","[{'autor': '@ThomasMooney-mw2eg', 'comentario': 'I’d rather just mine crypto cloud coins than hold or trade, to be honest.', 'likes': 4, 'publicado_em': '2024-06-12T16:08:36Z'}, {'autor': '@kattillet9958', 'comentario': 'I am tired of hodling bitcoins, I have too many losses every time. is there a new way', 'likes': 4, 'publicado_em': '2024-06-12T16:15:33Z'}, {'autor': '@CharlesSharpe-hw1zr', 'comentario': 'i was about to say the same thing , why do people not just mine bitcoins through a cloud rather than holding them? i mean my team makes 0.7 BTC monthly', 'likes': 1, 'publicado_em': '2024-06-12T16:22:10Z'}, {'autor': '@kattillet9958', 'comentario': 'wow, what cloud-service do you and your team use to earn such figures monthly?', 'likes': 2, 'publicado_em': '2024-06-12T16:28:22Z'}, {'autor': '@kattillet9958', 'comentario': 'i am really interested tbh', 'likes': 0, 'publicado_em': '2024-06-12T16:29:39Z'}]","3aWyRWPBLTk","Most Humble Crypto Billionaire #267"
"@tanel20","UCEHskyNrHq1T4XdujFpZeOg","http://www.youtube.com/@tanel20","""And you don't even know him""
You literally did a video of the same guy before","452","2022-06-09T16:25:01Z","2022-06-09T16:25:01Z","True","True","13","5","[{'autor': '@victortop', 'comentario': ')', 'likes': 1, 'publicado_em': '2022-06-09T17:29:51Z'}, {'autor': '@John17TheOGmp4', 'comentario': '):', 'likes': 0, 'publicado_em': '2022-06-09T19:21:25Z'}, {'autor': '@AnshuI_1', 'comentario': '😂', 'likes': 0, 'publicado_em': '2022-06-09T19:37:19Z'}, {'autor': '@carmenlatief942', 'comentario': 'Well he is right.. Some of us still dont know him', 'likes': 4, 'publicado_em': '2022-06-09T21:49:46Z'}, {'autor': '@Enekenfebekwowbw', 'comentario': 'I think the most people in the crypto space know him', 'likes': 4, 'publicado_em': '2022-06-11T18:11:58Z'}]","3aWyRWPBLTk","Most Humble Crypto Billionaire #267"
"@Quickland123","UCLFNPTXBs47RAn9fTl44U8Q","http://www.youtube.com/@Quickland123","""You Dont need money""
-spends a million dollars","29","2022-06-20T16:37:34Z","2022-06-20T16:37:34Z","True","True","0","0","[]","3aWyRWPBLTk","Most Humble Crypto Billionaire #267"
"@zenedhyr7612","UCD1vJjXDb9luIawY0399acA","http://www.youtube.com/@zenedhyr7612","This didn't age well","20","2023-11-22T12:10:25Z","2023-11-22T12:10:25Z","True","True","1","1","[{'autor': '@MustaphaAbdulrahman-zy4ui', 'comentario': 'toad gang $TOBY the cutest frog', 'likes': 0, 'publicado_em': '2024-03-27T09:32:41Z'}]","3aWyRWPBLTk","Most Humble Crypto Billionaire #267"
"@jrb000","UChs30a-Xv92K6xsujUt4ONA","http://www.youtube.com/@jrb000","you also said the same about SAM BANKMAN . But it seems Sam paid you to tell those good words . & Now you are talking about CZ , who's another scammer","13","2022-11-14T02:48:59Z","2022-11-14T02:48:59Z","True","True","0","0","[]","3aWyRWPBLTk","Most Humble Crypto Billionaire #267"
"@rianmabuda10","UCJcGoSwvfyx9z32SL9qB9Rg","http://www.youtube.com/@rianmabuda10","Well, well, well….","11","2023-11-22T22:41:09Z","2023-11-22T22:41:09Z","True","True","0","0","[]","3aWyRWPBLTk","Most Humble Crypto Billionaire #267"
"@MurdiMad","UCLsRWPpM_diCkN9VTFZf-jQ","http://www.youtube.com/@MurdiMad","Here before it gets deleted","6","2023-11-23T08:33:30Z","2023-11-23T08:33:30Z","True","True","0","0","[]","3aWyRWPBLTk","Most Humble Crypto Billionaire #267"
"@Rippl3lol","UCdp9TNHNgoS52qK27EF_RoQ","http://www.youtube.com/@Rippl3lol","Bro not you shilling another arrested crypto exchange founder 😂","5","2024-05-08T04:07:16Z","2024-05-08T04:07:16Z","True","True","0","0","[]","3aWyRWPBLTk","Most Humble Crypto Billionaire #267"
"@cryptoniteacademy","UCiQAmBlr2ai-XBA4uFfBsUg","http://www.youtube.com/@cryptoniteacademy","He's also in prison","5","2024-06-18T23:47:19Z","2024-06-18T23:47:19Z","True","True","0","0","[]","3aWyRWPBLTk","Most Humble Crypto Billionaire #267"
"@okairgames","UCE4S62kiYwvMeCgkdC5TH_g","http://www.youtube.com/@okairgames","This did not age well😅","5","2024-01-07T07:47:55Z","2024-01-07T07:47:55Z","True","True","0","0","[]","3aWyRWPBLTk","Most Humble Crypto Billionaire #267"
"@dxov1597","UCxifBfuoyr_wPgfmDZczVvg","http://www.youtube.com/@dxov1597","This has aged like milk. What a joke","4","2023-11-23T02:39:28Z","2023-11-23T02:39:28Z","True","True","0","0","[]","3aWyRWPBLTk","Most Humble Crypto Billionaire #267"
"@Shreyanshs747","UC6Tf7-iwH3IqnxbTwQAOPgA","http://www.youtube.com/@Shreyanshs747","He step down 🤣🤣🤣","4","2023-11-21T18:38:47Z","2023-11-21T18:38:47Z","True","True","0","0","[]","3aWyRWPBLTk","Most Humble Crypto Billionaire #267"
"@AdarshKumar-vn2ot","UCqnB0kZA7dQ32tqCH__o4Aw","http://www.youtube.com/@AdarshKumar-vn2ot","Question in *CLAT* from this video 🤯🤯
National level law Exam.","4","2022-12-18T11:00:32Z","2022-12-18T11:00:32Z","True","True","0","0","[]","3aWyRWPBLTk","Most Humble Crypto Billionaire #267"
"@PlanDeFi","UCcL0MVXFKvsAxnFktQTOkRg","http://www.youtube.com/@PlanDeFi","And now he's in jail 💀
*FOR NO DAMN REASON!*","2","2024-06-06T21:39:33Z","2024-06-06T21:40:01Z","True","True","0","0","[]","3aWyRWPBLTk","Most Humble Crypto Billionaire #267"
"@ivanhorvat990","UCF8Dz0JpbjjmHkXJ48EYy_A","http://www.youtube.com/@ivanhorvat990","And he’s in prison now🤣","2","2024-05-13T15:50:18Z","2024-05-13T15:50:18Z","True","True","0","0","[]","3aWyRWPBLTk","Most Humble Crypto Billionaire #267"
"@Mustikkapihvi","UCpEXNYpP92i76vqjneiMU9w","http://www.youtube.com/@Mustikkapihvi","Need only one million to become rich.","1","2024-06-12T18:46:02Z","2024-06-12T18:46:02Z","True","True","0","0","[]","3aWyRWPBLTk","Most Humble Crypto Billionaire #267"
"@MacDave-w7h","UCA8xWdimboRh8ygqAA9lYoA","http://www.youtube.com/@MacDave-w7h","He invested on it, now he is the biggest man in crypto","0","2025-07-09T21:01:14Z","2025-07-09T21:01:14Z","True","True","0","0","[]","3aWyRWPBLTk","Most Humble Crypto Billionaire #267"
"@shade_amgis_creator","UC1A2d8B7HVnc6USc4jS_BBA","http://www.youtube.com/@shade_amgis_creator","the amount of regret he had to face is insane","62727","2025-10-18T17:30:50Z","2025-10-18T17:30:50Z","True","True","67","5","[{'autor': '@The_Lost_Player_Of_BMG2017', 'comentario': 'Fr', 'likes': 67, 'publicado_em': '2025-10-18T17:31:28Z'}, {'autor': '@slocxx', 'comentario': 'EVERYONE SPAM 67', 'likes': 11, 'publicado_em': '2025-10-18T17:31:53Z'}, {'autor': '@plushy771', 'comentario': 'true', 'likes': 58, 'publicado_em': '2025-10-18T17:45:07Z'}, {'autor': '@ethanhambert8732', 'comentario': ""\u200b@slocxx ain't NO ONE spamming that"", 'likes': 52, 'publicado_em': '2025-10-18T17:47:23Z'}, {'autor': '@Bling_Pursuer777', 'comentario': '\u200b@slocxx 67 aint tuff lil bro', 'likes': 26, 'publicado_em': '2025-10-18T17:47:49Z'}]","hHQl63HuAtU","He Threw Away $800 Million In Bitcoin 😬"
"@zno3177","UCBqjzYD3__0edZoqqk5qZSA","http://www.youtube.com/@zno3177","I misplaced $78 four years ago and I’m still in pain. Cant imagine $800m","33061","2025-10-18T17:31:39Z","2025-10-18T17:31:39Z","True","True","96","5","[{'autor': '@ArmillaLloyds', 'comentario': 'Accidentally?!🤨 Misplaced?!🤨 78 Dollars?! 🤨, sheesh!😬', 'likes': 202, 'publicado_em': '2025-10-18T18:37:19Z'}, {'autor': '@crystaldawn9255', 'comentario': ""I Remember I lost $100 that I had in my pocket for my friend who had a baby, I'm still a little salty about that😅"", 'likes': 620, 'publicado_em': '2025-10-18T18:39:15Z'}, {'autor': '@Samson-x5i', 'comentario': 'Who are you Mr.Krabs? 😂😂 4 years later and still in pain about 78$ is crazy.', 'likes': 77, 'publicado_em': '2025-10-18T18:44:14Z'}, {'autor': '@ArmillaLloyds', 'comentario': ""\u200b@crystaldawn9255How do u y'all lose money so easily, u lose more money faster than I lose brain cells!😭🤚"", 'likes': 0, 'publicado_em': '2025-10-18T18:45:19Z'}, {'autor': '@ThePlandemicPodcastof', 'comentario': 'my family once lost a 700 dollar check', 'likes': 42, 'publicado_em': '2025-10-18T18:58:19Z'}]","hHQl63HuAtU","He Threw Away $800 Million In Bitcoin 😬"
"@KennyAloufi","UCpghqDfwGZBspJvCsCEjWRg","http://www.youtube.com/@KennyAloufi","Check the property before throwing it away.","12938","2025-10-18T17:31:52Z","2025-10-18T17:31:52Z","True","True","46","5","[{'autor': '@Kiahdavis-d8q', 'comentario': 'Fr', 'likes': 23, 'publicado_em': '2025-10-18T17:52:15Z'}, {'autor': '@67CATSi', 'comentario': 'No shite Sherlock.', 'likes': 26, 'publicado_em': '2025-10-18T17:55:59Z'}, {'autor': '@User8432-k9b', 'comentario': '\u200bUTTPOfficerDiegoVoldemortwtf is map, isnt map a simple map of locations?', 'likes': 4, 'publicado_em': '2025-10-18T18:05:23Z'}, {'autor': '@Blazebear11', 'comentario': '@User8432-k9bbro it’s a bot', 'likes': 0, 'publicado_em': '2025-10-18T18:07:10Z'}, {'autor': '@runeops1193', 'comentario': 'UTTPOfficerDiegoVoldemortwhat the fuck?', 'likes': 3, 'publicado_em': '2025-10-18T18:42:00Z'}]","hHQl63HuAtU","He Threw Away $800 Million In Bitcoin 😬"
