rank,nome,url,descricao,estrelas,watchers,forks,linguagem,criado,atualizado,pushed_at,tamanho,licenca,licenca_spdx,topics,open_issues,default_branch,archived,disabled,private,fork,owner,owner_type,owner_url,owner_avatar,has_issues,has_projects,has_wiki,has_pages,has_downloads,allow_forking,is_template,web_commit_signoff_required,visibility,forks_url,clone_url,homepage,termo
11,gabrielfalcao/bolacha,https://github.com/gabrielfalcao/bolacha,"Bolacha is a simple http client for python, built on top of httplib2, but automatically handles cookies and upload.",18,18,5,Python,2009-08-04T15:07:03Z,2025-04-04T05:35:54Z,2010-12-06T12:36:25Z,163,,,,1,master,True,False,False,False,gabrielfalcao,User,https://github.com/gabrielfalcao,https://avatars.githubusercontent.com/u/54914?v=4,True,True,True,False,True,True,False,False,public,https://api.github.com/repos/gabrielfalcao/bolacha/forks,https://github.com/gabrielfalcao/bolacha.git,,bola
12,BolajiAyodeji/bolajiayodeji.com,https://github.com/BolajiAyodeji/bolajiayodeji.com,💙  My personal website (WIP).,17,17,10,TypeScript,2019-01-18T14:10:10Z,2025-10-06T09:03:56Z,2025-06-19T09:57:31Z,41106,,,"nextjs, reactjs",0,main,False,False,False,False,BolajiAyodeji,User,https://github.com/BolajiAyodeji,https://avatars.githubusercontent.com/u/30334776?v=4,True,True,True,False,True,True,False,False,public,https://api.github.com/repos/BolajiAyodeji/bolajiayodeji.com/forks,https://github.com/BolajiAyodeji/bolajiayodeji.com.git,https://bolajiayodeji.com,bola
13,agisrh/Flutter-Bola-Zone,https://github.com/agisrh/Flutter-Bola-Zone,Open-source application that provides information about the Liga 1 Indonesia. Created using Flutter with the principles of Clean Architecture,14,14,0,Objective-C,2024-02-22T01:41:46Z,2025-07-28T14:53:41Z,2024-09-05T09:17:18Z,37002,,,"bloc, clean-architecture, flutter, flutter-app, flutter-examples, flutter-ui",0,master,False,False,False,False,agisrh,User,https://github.com/agisrh,https://avatars.githubusercontent.com/u/25268232?v=4,True,True,False,False,True,True,False,False,public,https://api.github.com/repos/agisrh/Flutter-Bola-Zone/forks,https://github.com/agisrh/Flutter-Bola-Zone.git,,bola
14,NicolBolas/NicolBolas.github.io,https://github.com/NicolBolas/NicolBolas.github.io,,11,11,10,HTML,2019-12-29T18:23:28Z,2025-05-14T07:32:31Z,2021-03-27T23:51:16Z,4611,,,,0,main,False,False,False,False,NicolBolas,User,https://github.com/NicolBolas,https://avatars.githubusercontent.com/u/905466?v=4,True,True,True,True,True,True,False,False,public,https://api.github.com/repos/NicolBolas/NicolBolas.github.io/forks,https://github.com/NicolBolas/NicolBolas.github.io.git,,bola
15,Bolajik3/BolajiK.github.io,https://github.com/Bolajik3/BolajiK.github.io,,11,11,1,,2024-03-23T15:33:40Z,2025-10-17T16:58:03Z,2025-04-24T20:53:08Z,39595,,,,0,main,False,False,False,False,Bolajik3,User,https://github.com/Bolajik3,https://avatars.githubusercontent.com/u/84258016?v=4,True,True,True,False,True,True,False,False,public,https://api.github.com/repos/Bolajik3/BolajiK.github.io/forks,https://github.com/Bolajik3/BolajiK.github.io.git,,bola
16,Andarov/andarov-bolatv,https://github.com/Andarov/andarov-bolatv,,11,11,0,HTML,2022-12-16T08:57:08Z,2024-12-28T04:25:19Z,2024-07-31T11:04:34Z,5520,,,,0,main,False,False,False,False,Andarov,User,https://github.com/Andarov,https://avatars.githubusercontent.com/u/99385710?v=4,True,True,True,False,True,True,False,False,public,https://api.github.com/repos/Andarov/andarov-bolatv/forks,https://github.com/Andarov/andarov-bolatv.git,,bola
17,BolajiAyodeji/bolajiayodeji.github.io,https://github.com/BolajiAyodeji/bolajiayodeji.github.io,:unicorn:,10,10,5,,2018-08-04T17:05:15Z,2024-09-02T22:19:11Z,2023-08-05T10:22:47Z,14528,,,,0,master,False,False,False,False,BolajiAyodeji,User,https://github.com/BolajiAyodeji,https://avatars.githubusercontent.com/u/30334776?v=4,True,True,True,True,True,True,False,False,public,https://api.github.com/repos/BolajiAyodeji/bolajiayodeji.github.io/forks,https://github.com/BolajiAyodeji/bolajiayodeji.github.io.git,https://bolajiayodeji.github.io/,bola
18,PierreMesure/oppna-bolagsdata,https://github.com/PierreMesure/oppna-bolagsdata,A simple script to convert Swedish company data to a user-friendly format,10,10,2,Python,2025-06-10T12:26:12Z,2025-12-04T12:49:45Z,2025-06-10T14:37:49Z,45,GNU Affero General Public License v3.0,AGPL-3.0,"beneficial-ownership, bolagsregistret, bolagsverket, company, corporate, scb, sweden",0,main,False,False,False,False,PierreMesure,User,https://github.com/PierreMesure,https://avatars.githubusercontent.com/u/7223028?v=4,True,True,True,False,True,True,False,False,public,https://api.github.com/repos/PierreMesure/oppna-bolagsdata/forks,https://github.com/PierreMesure/oppna-bolagsdata.git,https://huggingface.co/datasets/PierreMesure/oppna-bolagsdata-bolagsverket,bola
19,BolaRay-d/BolaRay,https://github.com/BolaRay-d/BolaRay,,10,10,1,HTML,2024-08-01T12:40:49Z,2025-11-29T01:42:23Z,2024-09-06T10:09:18Z,77992,,,,0,main,False,False,False,False,BolaRay-d,User,https://github.com/BolaRay-d,https://avatars.githubusercontent.com/u/177091489?v=4,True,True,False,False,True,True,False,False,public,https://api.github.com/repos/BolaRay-d/BolaRay/forks,https://github.com/BolaRay-d/BolaRay.git,,bola
20,leandronsp/bolacha,https://github.com/leandronsp/bolacha,"Experimenting on Kubernetes, Prometheus, Grafana, Loki and Tekton CI/CD",10,10,0,Shell,2023-02-18T00:30:32Z,2023-08-31T11:01:18Z,2023-04-29T23:56:04Z,33,,,,0,main,False,False,False,False,leandronsp,User,https://github.com/leandronsp,https://avatars.githubusercontent.com/u/385640?v=4,True,True,True,False,True,True,False,False,public,https://api.github.com/repos/leandronsp/bolacha/forks,https://github.com/leandronsp/bolacha.git,,bola
